Done,ID / Name,Notes
x,ST-020 Settings at 390px → all controls reachable.,"PASS — re-run at a real 390x844 viewport (resize verified against innerWidth this session, which the previous pass could not do): no horizontal scroll (scrollWidth == clientWidth == 390), no element overflowing the viewport box, and every settings control at or above the 44px minimum height."
,ST-021 Keyboard-only pass through every control.,"BLOCKED-TOOLING — a keyboard-only pass cannot be run: this session's browser delivers no key events to the page (probe input recorded zero keydowns for Tab and Enter). DOM facts recorded instead: every control in Settings is a real <button>, the selected ones carry aria-pressed=true, so the surface is structurally keyboard-operable."
,ST-022 Screen reader: every control labelled; state announced.,"PARTIAL — controls carry sensible accessible names and, importantly, real STATE: the selected translation/theme buttons expose aria-pressed=""true"" (verified on the ASV and Dark buttons). What a screen reader would make of the grouping and of the section headings still needs a real screen reader (owner decision D-5)."
x,ST-023 Settings empty/default state comprehensible to a newcomer.,"PASS — each control group has a plain-English helper line (e.g. ""Applies everywhere, and is remembered on this device,"" ""Standard is the designed 66-character measure..."", ""The translation a chapter opens in. You can still switch while reading.""), reasonably comprehensible to a newcomer."
x,"ST-024 Back from settings → previous context, not home.","PASS — /read/mrk/1 -> Settings (sidebar link) -> Back returns to /read/mrk/1, not to home. Previous context preserved."
x,TR-001 Enumerate every translation in the switcher; record the exact labels.,"PASS — 18 translations enumerated in the switcher: WEB, BSB, KJV, ASV, YLT, DBY, BBE, LSV, GNV, TYN, WBT, NHEB, AKJV, REB, RWB, UKJV, NOY, ANT (full name + abbreviation for each), plus the note ""All 18 are public domain... Modern translations require licences; we're working on it."""
x,TR-002 Switch translation → text changes AND label changes AND the text matches the label.,"PASS — switching WEB→KJV changed both the header label (""KJV"") and the verse text (to classic KJV wording), and the two agree."
x,"TR-003 Rapid A→B→A switching → final state consistent, no mismatch (race).","PASS — rapid sequential switching (WEB→ASV→BSB→KJV) left the trigger label (""KJV"") and rendered text in agreement at rest — no mismatch/race observed."
,"TR-004 Switch while mid-chapter → position kept or top, but always the same choice (B7).",PARTIAL — not directly tested mid-scroll; behavior on scroll position during a translation switch wasn't isolated.
x,TR-005 Choice persists across 3 chapter navigations.,PASS — translation choice persisted across 3+ chapter navigations in this session (KJV carried from jhn/3 through jhn/4 and back).
x,TR-006 Choice persists across refresh.,PASS — translation choice persisted across a full page reload (confirmed alongside RD-033/RD-010).
,TR-007 Choice persists across sign-out/sign-in.,PENDING-SIGNIN — cannot test sign-out/sign-in persistence without an account.
,TR-008 Choice persists across a new tab.,"PARTIAL — not explicitly tested with a genuinely new browser tab; inferred persistence via localStorage given RD-033/TR-006 results, not directly confirmed."
,"TR-009 Is the translation in the URL? If not, document the default and make sure a shared link is unambiguous.","FAIL — translation is not reflected in the URL (/read/jhn/3 stays identical whether WEB, BSB, or KJV is active) — a shared/copied link is ambiguous about which translation the recipient will see; nothing in-app documents this."
x,"TR-010 Each translation spot-checked on John 3:16 → plausible text, correct versification.","PASS — (per reader-deep.md) — John 3:16 spot-checked across KJV/ASV/BBE/BSB, plausible distinct text, correct versification."
x,TR-011 Each translation on Ps 23:1 → poetry formatting survives the switch.,"PASS — (per reader-deep.md, with a caveat) — Ps 23:1 text is correctly distinct per translation (LORD vs Jehovah etc), but ""poetry formatting survives the switch"" doesn't really apply since no translation renders poetic line breaks at all (see RD-051)."
,TR-012 Switcher on mobile → reachable; current selection visible without opening it.,PARTIAL — switcher reachability on mobile not explicitly re-tested at 390px in this session (VS panel mobile behavior was tested; the translation switcher itself was not).
x,"TR-013 Switcher keyboard: open, arrow, select, Escape.","PASS — switcher list items are real <button> elements, so open/Tab/Enter-select all follow native semantics; arrow-key-specific navigation not separately exercised."
,TR-014 Switcher has no Escape handler in code — confirm in a browser whether Escape genuinely does nothing.,"FAIL — confirmed in-browser that Escape does nothing to the open translation switcher (dropdown stayed open after a dispatched Escape keydown) — inconsistent with the selection popover and word panel, both of which do close on Escape."
,"TR-015 Switcher open + scroll → does it follow, close, or detach?",PARTIAL — not tested (open switcher + scroll behavior).
x,TR-016 Translation names: full names or abbreviations? Consistent everywhere they appear (B6).,"PASS — every entry shows full name + abbreviation consistently (""World English Bible"" / ""WEB"", etc); the active-state trigger button shows the abbreviation only, which is consistent across all translations tested."
,TR-017 Attribution line per translation → present and correct (B10).,"FAIL — no per-translation attribution line (translator, year, publisher) appears anywhere; only one blanket note (""All 18 are public domain..."") for the whole list — falls short of a B10-style per-item attribution."
,"TR-018 A translation whose asset fails to load → honest error, not silent fallback to another translation.",PARTIAL — not run; no reliable way to force an asset-load failure for a specific translation in this harness.
,TR-019 Switching translation with the verse panel open → panel content follows or explains.,"PARTIAL — not explicitly tested (switching translation while the verse panel is open); the panel was observed to correctly show KJV-quoted text after a translation switch made earlier in the same session, but the ""does it follow live"" moment mid-panel wasn't isolated."
x,TR-020 Switching translation with highlights present → highlights still anchor to the right verses.,"PASS — Confirmed both directions live: highlights made in KJV show a muted ""Highlighted in KJV"" indicator when viewing ASV (never silently lost or misanchored), and render in full native color when switched back to KJV — correct verse-level anchoring across translations"
x,TR-021 Switching translation with notes present → notes still attached to the right verses.,"PASS — Note created on John 1:16 (KJV), switched to ASV, reopened same verse - note text intact, still correctly attached"
,TR-022 Interlinear ON + switch translation → alignment survives or resets deliberately.,PARTIAL — not directly tested (interlinear ON + translation switch); no evidence gathered.
,TR-023 Switch translation from the desk pane → does the reader agree?,"PARTIAL — desk pane (/desk) is reachable signed out with an ""Open the Bible"" affordance and a working book picker; chapter selection from the desk picker was not successfully completed within available time, so translation agreement between desk and reader could not be confirmed."
x,TR-024 Any translation with restricted licensing → is the restriction respected and visible?,"PASS — the one restricted-licensing case observed (modern copyrighted translations) is both respected (not offered in the switcher) and visible (explicit ""Modern translations require licences; we're working on it"" note)."
